priority,category_type,issue,idx,date,amount,merchant,receipt_total,receipt_merchant,receipt_date,ai_confidence,review_status,receipt_url,notes
OK,VERIFIED_MATCH,PERFECT MATCH,247,2024-09-26,$8.85,PARK HAPPY LLC,8.85,Park Happy,2024-09-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-09-26_8_85.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,246,2024-09-26,$19.99,IMDBPRO,19.99,"IMDb.com, Inc.",2024-09-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-09-26_19_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,248,2024-09-26,$14.22,SH NASHVILLE - OTHER,14.22,Soho House Nashville,2024-09-26,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-26_14_22.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,242,2024-09-25,$5.18,LAZGO NASHVILLE M32180,5.18,LAZGO,2024-09-25,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lazgo_nashville_m32180_2024-09-25_5_18.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),243,2024-09-25,$26.22,PMC - PAID PARKING,26.22,PMC PARKING,2024-09-25,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-25_26_22.png,
OK,LIKELY_MATCH,Good match (conf: 85%),244,2024-09-25,$224.64,SH NASHVILLE - OTHER,224.64,Soho House Nashville,2023-09-25,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-25_224_64.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,239,2024-09-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2024-09-23,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-09-24_21_95.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),240,2024-09-24,$689.59,SH NASHVILLE - OTHER,689.59,Soho House Nashville,2024-09-24,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-24_689_59.jpg,
OK,LIKELY_MATCH,Close match: $5.60 vs $6.73 (diff: $1.13),235,2024-09-21,$5.60,201 BELCOURT LOT,6.73,201 belcourt lot,2024-10-23,100%,not needed,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-09-21_5_6.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,234,2024-09-20,$26.25,METROPOLIS PARKING,26.25,metropolis,2024-09-19,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-20_26_25_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),230,2024-09-19,$14.09,AMERICANO LOUNGE,14.09,Americano Lounge,,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/americano_lounge_2024-09-19_14_09.png,
OK,LIKELY_MATCH,Good match (conf: 80%),233,2024-09-19,$38.78,SH NASHVILLE - OTHER,38.78,Soho House Nashville,2024-09-19,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_38_78.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,227,2024-09-18,$10.99,METROPOLIS PARKING,10.99,metropolis,2024-09-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-18_10_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,229,2024-09-18,$71.09,SH NASHVILLE - OTHER,71.09,Soho House Nashville,2024-09-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-18_71_09.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,226,2024-09-17,$38.79,UBER *TRIP,38.79,Uber,2024-09-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-17_38_79.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,221,2024-09-16,$26.22,PMC - PAID PARKING,26.22,stoppingby,,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-16_26_22.png,
OK,VERIFIED_MATCH,PERFECT MATCH,219,2024-09-16,$17.88,METROPOLIS PARKING,17.88,METROPOLIS PARKING,2024-09-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-16_17_88.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,224,2024-09-16,$144.06,TST*MARTINS BAR-B-QUE JO,144.06,Martin's Bar-B-Que Joint,2024-09-16,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstmartins_bar_b_que_jo_2024-09-16_144_06.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),220,2024-09-16,$38.24,PARKINGMANAGEMENTCOMPANY,38.24,Truist Plaza,2024-09-16,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parkingmanagementcompany_2024-09-16_38_24_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),223,2024-09-16,$40.07,SH NASHVILLE - OTHER,40.07,Soho House Nashville,2024-09-16,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-16_40_07.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,216,2024-09-15,$77.89,APPLE.COM/BILL,77.89,Apple.com,2024-09-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_77_89_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),215,2024-09-15,$76.81,APPLE.COM/BILL,76.81,APPLE.COM/BILL,2024-08-15,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_76_81_3.jpg,No receipt needed (auto-marked)
OK,LIKELY_MATCH,Good match (conf: 80%),214,2024-09-14,$5.00,CLOUDFLARE,5.00,CLOUDFLARE,2025-01-14,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-09-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,212,2024-09-13,$313.01,GOLDEN NUGGET HOTEL LV,313.01,Golden Nugget Las Vegas,2024-09-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-13_313_01.png,
OK,VERIFIED_MATCH,PERFECT MATCH,208,2024-09-12,$27.22,GNLV THE GRILLE,27.22,The Grille Las Vegas,2024-09-11,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/gnlv_the_grille_2024-09-12_27_22.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,209,2024-09-12,$26.92,UBER *TRIP,26.92,Uber,2024-09-11,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_26_92_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,210,2024-09-12,$55.53,UBER *TRIP,55.53,Uber,2024-09-11,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_55_53_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,201,2024-09-11,$86.62,CADILLAC BAR LAS VEGAS,86.62,Cadillac Bar,2024-09-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cadillac_bar_las_vegas_2024-09-11_86_62_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,206,2024-09-11,$20.66,TST* PYRAMIDS CAFE - AIRP,20.66,Pyramids Café - Airport,2024-09-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-09-11_20_66_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,207,2024-09-11,$44.78,UBER *TRIP,44.78,Uber,2024-09-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-11_44_78_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,191,2024-09-09,$93.26,APPLE.COM/BILL,93.26,APPLE.COM/BILL,2024-09-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-09_93_26_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,192,2024-09-09,$7.55,METROPOLIS PARKING,7.55,metropolis,2024-09-09,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-09_7_55.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,187,2024-09-08,$318.00,CLEAR *CLEARME.COM,318.00,CLEAR *CLEARME.COM,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-09-08_318_0.png,
OK,VERIFIED_MATCH,PERFECT MATCH,186,2024-09-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-09-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-09-08_10_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,190,2024-09-08,$13.13,SPOTIFY USA,13.13,Spotify USA Inc.,2024-09-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-09-08_13_13_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,180,2024-09-07,$10.96,APPLE.COM/BILL,10.96,Apple.com,2024-09-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-07_10_96_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,182,2024-09-07,$26.25,METROPOLIS PARKING,26.25,Metropolis,2024-09-06,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-07_26_25_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),181,2024-09-07,$100.57,GOLDEN NUGGET HOTEL LV,100.57,Golden Nugget Las Vegas,2024-09-10,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-07_100_57.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,174,2024-09-06,$10.96,APPLE.COM/BILL,10.96,APPLE.COM/BILL,2024-09-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-06_10_96_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,177,2024-09-06,$40.07,SH NASHVILLE - OTHER,40.07,Soho House Nashville,2024-09-06,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_40_07.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),178,2024-09-06,$24.56,SH NASHVILLE - OTHER,24.56,Soho House Nashville,2024-09-06,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_24_56.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,170,2024-09-05,$21.00,METROPOLIS PARKING,21.00,metropolis,2024-09-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_21_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,171,2024-09-05,$10.99,METROPOLIS PARKING,10.99,Metropolis,2024-09-05,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_10_99.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),172,2024-09-05,$100.82,SH NASHVILLE - OTHER,100.82,Soho House Nashville,2024-09-05,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-05_100_82.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,166,2024-09-04,$39.78,CORNER PUB,39.78,Corner Pub Green Hills,2024-09-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_39_78_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,169,2024-09-04,$5.46,SQ *WELL COFFEEHOUSE BREN,5.46,The Well Coffeehouse,2024-09-04,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_well_coffeehouse_bren_2024-09-04_5_46_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,168,2024-09-04,$24.59,PMC - PAID PARKING,24.59,PMC Parking,,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-04_24_59.png,
OK,VERIFIED_MATCH,PERFECT MATCH,163,2024-09-03,$17.88,METROPOLIS PARKING,17.88,metropolis,2024-09-03,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-03_17_88.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,164,2024-09-03,$24.17,SQ *HIGH POINT COFFEE TN,24.13,amazon,,95%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_high_point_coffee_tn_2024-09-03_24_17.png,
OK,VERIFIED_MATCH,PERFECT MATCH,160,2024-09-01,$19.76,EXPENSIFY INC.,19.76,Expensify,2024-09-01,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-09-01_19_76_3.jpeg,
OK,VERIFIED_MATCH,PERFECT MATCH,159,2024-08-31,$23.14,APPLE.COM/BILL,23.14,APPLE.COM/BILL,2024-10-03,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-31_23_14_3.jpg,No receipt needed (auto-marked)
OK,VERIFIED_MATCH,PERFECT MATCH,156,2024-08-30,$84.47,CHUY'S 110,84.47,Chuy's,2024-08-30,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chuys_110_2024-08-30_84_47.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,157,2024-08-30,$16.99,METROPOLIS PARKING,16.99,Metropolis,2024-08-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-30_16_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,158,2024-08-30,$32.93,MIDJOURNEY INC.,32.93,Midjourney Inc,2024-08-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-30_32_93.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,154,2024-08-29,$67.81,CHAR GREEN HILLS,67.81,Char-Nashville,2024-08-29,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-08-29_67_81_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),155,2024-08-29,$9.29,PMC - PAID PARKING,9.29,PMC,2024-07-25,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-29_9_29.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),152,2024-08-28,$18.10,SH NASHVILLE - OTHER,18.10,Soho House Nashville,2024-08-28,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-28_18_1.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),151,2024-08-28,$26.22,PMC - PAID PARKING,26.22,PMC,2024-08-28,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-28_26_22.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,141,2024-08-27,$40.33,APPLE.COM/BILL,40.33,Apple Services,2024-08-27,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-27_40_33.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,143,2024-08-27,$418.98,SOUTHWES 5262554636372,418.98,Southwest,2024-09-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/southwes_5262554636372_2024-08-27_418_98.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,138,2024-08-26,$19.99,IMDBPRO,19.99,"IMDb.com, Inc.",2024-08-26,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-08-26_19_99.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,139,2024-08-26,$23.21,PMC - PAID PARKING,23.21,PMC,2024-08-20,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-26_23_21_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),140,2024-08-26,$24.91,SH NASHVILLE F&AMP;B,24.91,Soho House Nashville,2024-06-26,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-08-26_24_91.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,136,2024-08-25,$50.00,ROSTR PRO,50.00,"ROSTR, Inc",2024-08-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/rostr_pro_2024-08-25_50_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,134,2024-08-24,$21.95,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,2024-08-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-08-24_21_95.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,124,2024-08-23,$79.64,CORNER PUB,79.64,Corner Pub Green Hills,2024-08-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-08-23_79_64_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,125,2024-08-23,$10.99,METROPOLIS PARKING,10.99,METROPOLIS,2024-08-23,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-23_10_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,120,2024-08-22,$174.56,LINKEDIN JOB 9849229796,174.56,LinkedIn Corporation,2024-08-22,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/linkedin_job_9849229796_2024-08-22_174_56.jpg,
OK,LIKELY_MATCH,Good match (conf: 85%),121,2024-08-22,$22.51,PMC - PAID PARKING,22.51,PMC,,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_22_51_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),122,2024-08-22,$29.28,PMC - PAID PARKING,29.28,PMC,,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-22_29_28_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),117,2024-08-21,$38.03,PMC - PAID PARKING,38.03,PMC,,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-21_38_03_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,112,2024-08-20,$27.42,METROPOLIS PARKING,27.42,Metropolis Parking,2025-07-21,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-20_27_42_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,113,2024-08-20,$10.26,PARK HAPPY LLC,10.26,PARK HAPPY LLC,2024-08-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-20_10_26.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,114,2024-08-20,$23.21,PMC - PAID PARKING,23.21,PMC - PAID PARKING,2024-08-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-08-20_23_21_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,115,2024-08-20,$28.39,TST*PANCHO AND LEFTYS CA,28.39,Pancho Leftys,2024-08-20,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstpancho_and_leftys_ca_2024-08-20_28_39_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,109,2024-08-19,$51.70,SH NASHVILLE - OTHER,51.70,Soho House Nashville,2024-08-19,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_51_7.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),110,2024-08-19,$47.82,SH NASHVILLE - OTHER,47.82,Soho House Nashville,2024-08-19,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-19_47_82.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,106,2024-08-18,$31.50,METROPOLIS PARKING,31.50,Metropolis,2024-08-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-18_31_5.jpg,
OK,LIKELY_MATCH,Close match: $78.00 vs $76.00 (diff: $2.00),107,2024-08-18,$78.00,TST*LOSERS - DOWNTOWN,76.00,Losers - Downtown,2024-08-18,85%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstlosers_downtown_2024-08-18_78_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,104,2024-08-17,$42.00,METROPOLIS PARKING,42.00,Metropolis,2024-08-17,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-17_42_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,105,2024-08-17,$623.10,TM *PBR TEAMS,623.10,PBR: Nashville Stampede Days,2024-08-18,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tm_pbr_teams_2024-08-17_623_1.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,98,2024-08-15,$76.81,APPLE.COM/BILL,76.81,Apple,2024-08-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-15_76_81_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,99,2024-08-15,$8.85,PARK HAPPY LLC,8.85,PARK HAPPY LLC,2024-08-15,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-15_8_85.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),100,2024-08-15,$74.97,SH NASHVILLE - OTHER,74.97,Soho House Nashville,2024-08-15,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-08-15_74_97.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,92,2024-08-14,$5.00,CLOUDFLARE,5.00,Cloudflare,2025-01-14,90%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-08-14_5_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,94,2024-08-14,$10.99,METROPOLIS PARKING,10.99,Metropolis,2024-08-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-08-14_10_99_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,95,2024-08-14,$8.85,PARK HAPPY LLC,8.85,PARK HAPPY LLC,2024-08-14,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-08-14_8_85.jpg,
OK,LIKELY_MATCH,Close match: $15.38 vs $14.15 (diff: $1.23),93,2024-08-14,$15.38,MAFIAOZAS,14.15,mafiaozas,2024-08-14,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/mafiaozas_2024-08-14_15_38_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,90,2024-08-13,$44.32,OPTIMIST NASHVILLE,43.60,Char-Nashville,2024-07-12,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_44_32_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,91,2024-08-13,$896.44,OPTIMIST NASHVILLE,896.44,OPTIMIST NASHVILLE,2024-08-13,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/optimist_nashville_2024-08-13_896_44_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 75%),89,2024-08-13,$58.21,O-KU NASHVILLE,58.16,Soho House Nashville,2024-08-05,75%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/o_ku_nashville_2024-08-13_58_21.jpeg,
OK,LIKELY_MATCH,Good match (conf: 80%),86,2024-08-11,$17.55,APPLE.COM/BILL,17.55,App Store,2024-07-14,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-11_17_55_3.jpg,
OK,LIKELY_MATCH,Good match (conf: 80%),87,2024-08-11,$288.00,SUNO INC.,288.00,Suno,,80%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/suno_inc_2024-08-11_288_0.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,82,2024-08-10,$17.52,APPLE.COM/BILL,17.52,APPLE.COM/BILL,2024-08-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-10_17_52.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,83,2024-08-10,$119.34,DD *DOORDASH EDLEYSBAR,119.34,Edley's Bar-B-Que,2024-08-09,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_edleysbar_2024-08-10_119_34_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,85,2024-08-10,$10.98,MIDJOURNEY INC.,10.98,Midjourney Inc,2024-08-10,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-08-10_10_98_3.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,84,2024-08-10,$94.10,DD *DOORDASH JIMNNICKS,94.10,10/11/25.12.59AM,2010-11-25,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_jimnnicks_2024-08-10_94_1.jpg,
OK,VERIFIED_MATCH,PERFECT MATCH,81,2024-08-09,$163.77,TST*GREEN HILLS GRILLE,163.77,Green Hills Grille,2024-08-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstgreen_hills_grille_2024-08-09_163_77_3.png,
OK,VERIFIED_MATCH,PERFECT MATCH,78,2024-08-08,$10.00,CALENDARBRIDGE,10.00,CalendarBridge,2024-08-08,100%,good,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-08-08_10_0.jpg,$10.00 at CALENDARBRIDGE on 2024-08-08 · categorized as Down Home
