id,date,bank_description,amount,merchant,description,status,receipt_url
1148,2024-12-07,DESERT STAR LOUNGE,19.00,Desert Star Bar,Desert Star Lounge - NFR Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1148_desert_star_bar_2024-12-07_19_00.jpg
1149,2024-12-07,GOLDEN NUGGET HOTEL LV,1142.43,Golden Nugget Las Vegas,Golden Nugget Hotel - NFR Las Vegas lodging,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1149_golden_nugget_las_vegas_2024-12-07_1142_43.png
1150,2024-12-07,HOTELTONIGHT*VIRGIN HO,355.00,Virgin Hotels Las Vegas  Curio Collection by Hilton,HotelTonight - Virgin Hotel Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1150_hoteltonight_for_virgin_hotels_2024-12-06_355_00.png
1151,2024-12-07,PIZZA FORTE HARD ROCK,33.16,Pizza Forte,Pizza Forte Hard Rock - NFR Vegas meal,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1151_pizza_forte_2024-12-07_33_15.jpg
1152,2024-12-07,SOUTHWES 5262587584631,664.98,Southwest,Southwest Airlines - Dallas retreat flight,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1152_southwest_2024-12-07_664_98.jpg
1153,2024-12-07,UBER *TRIP,34.68,Uber,Uber from hotel to Las Vegas Airport - returning from NFR Finals,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1153_uber_2024-12-06_34_67.png
1154,2024-12-07,VHLV-CHOW FUN,40.60,Virgin Hotel Chow Fun,Virgin Hotel Chow Fun - Dinner during Vegas trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1154_vhlv_chow_fun_2024-12-06_40_60.jpg
416,2024-12-08,VHLV-LODGING,108.84,Virgin Hotels Las Vegas,Virgin Hotel - Resort fee Las Vegas,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/416_vhlv_lodging_2024-12-08_108_84.png
1155,2024-12-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1155_calendarbridge_2024-12-08_10_00.jpg
1156,2024-12-08,SPOTIFY USA,13.13,Spotify USA Inc.,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1156_spotify_usa_inc_2024-12-08_13_13.jpg
1157,2024-12-08,VHLV-KITCHEN AT COMMON,35.00,The Kitchen at Commons,Virgin Hotel Kitchen - Breakfast during Vegas trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1157_vhlv_kitchen_at_common_2024-12-08_35_00.jpg
1158,2024-12-09,UBER *TRIP,34.07,Uber,Uber from Nashville Airport to home office - returning from NFR Finals,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1158_uber_2024-12-08_34_07.jpg
1159,2024-12-09,UBER *TRIP,46.83,Uber,Uber around Nashville - post-NFR meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1159_uber_2024-12-08_46_82.jpg
1160,2024-12-12,METROPOLIS PARKING,21.00,metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1160_metropolis_2024-12-12_21_00.jpg
1161,2024-12-12,SH NASHVILLE - OTHER,15.51,Soho House Nashville,Soho House Nashville - Comedy rehearsal with Jason Ross (Down Home),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1161_soho_house_nashville_2024-12-12_15_50.png
4331,2024-12-12,APPLE.COM/BILL,17.55,Apple,Apple - App Store subscriptions (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4331_apple_app_store_purchase_2024-12-12_17_55.png
1162,2024-12-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1162_sourcegraph_inc_2024-12-13_9_00.jpg
1164,2024-12-14,CLOUDFLARE,5.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1164_cloudflare_2025-01-14_5_00.jpg
1168,2024-12-16,SH NASHVILLE - OTHER,45.24,Soho House Nashville,Soho House Nashville - Down Home check-in with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1168_soho_house_nashville_2019-11-08_45_24.jpg
1171,2024-12-18,CHARTMETRIC,160.00,Chartmetric  Inc.,Chartmetric - Music industry analytics (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1171_chartmetric_inc_2024-12-18_160_00.jpg
1172,2024-12-18,METROPOLIS PARKING,15.99,metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1172_metropolis_2024-12-18_15_99.jpg
1173,2024-12-18,W NASHVILLE,55.98,# Nashville,W Nashville - Event,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1173_w_nashville_2024-12-18_55_97.jpg
1175,2024-12-19,CORNER PUB,130.12,The Original Corner Pub,Corner Pub - Dinner with Scott Siman (Em.co) and Dallas Jackson,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1175_corner_pub_2024-12-19_130_12.jpg
1176,2024-12-19,METROPOLIS PARKING,16.29,Metropolis,Parking - Film/TV meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1176_metropolis_2024-12-18_15_99.jpg
1177,2024-12-19,ROSTR PRO* TRIAL OVER,360.00,ROSTR  Inc,Rostr Pro - Music industry CRM and contacts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1177_rostr_inc_2024-12-19_360_00.jpg
1178,2024-12-20,SH NASHVILLE - OTHER,20.68,Soho House Nashville,Soho House Nashville - Coffee with Mandy Goenner (Taillight),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1178_soho_house_nashville_2024-12-20_20_67.jpg
1179,2024-12-20,TST*GREEN HILLS GRILLE,49.84,Green Hills Grille,Green Hills Grille - Lunch with Cindy Mabe (UMG),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1179_green_hills_grille_2024-12-20_49_84.jpg
1183,2024-12-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1183_anthropic_2024-12-23_21_94.jpg
1184,2024-12-24,PIKA.ART,28.00,Pika,Pika Art - AI video generation (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1184_prika_2024-12-23_28_00.jpg
1185,2024-12-25,SHOEBOXED.* TRIAL PROF,44.25,Shoeboxed,ShoeBoxed - Receipt scanning and organization (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1185_shoeboxed_trial_prof_2024-12-25_44_25.jpg
4346,2024-12-27,APPLE.COM/BILL,40.33,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4346_apple_apple_one_premier_2024-12-27_40_33.png
4326,2024-12-29,APPLE.COM/BILL,16.45,Apple,Apple - App Store subscriptions (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4326_apple_app_store_purchase_2024-12-29_16_45.png
1187,2024-12-30,LITTLE CAESARS 1890-0003,51.30,Little Caesars,Pizza - Down Home weekly check-in with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1187_little_caesars_2024-12-30_51_29.jpg
1188,2024-12-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1188_midjourney_inc_2024-12-29_32_92.jpg
4323,2024-12-31,APPLE.COM/BILL,31.91,Apple,Apple - App Store subscriptions (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4323_apple_app_store_purchase_2024-12-31_31_91.png
1189,2025-01-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1189_expensify_2025-01-01_19_76.jpg
4351,2025-01-01,ANTHROPIC,21.95,Anthropic (Claude AI),Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4351_anthropic_2025-01-01_21_95.jpg
1190,2025-01-04,DEL FRISCOS GRIL BRNTWOD,78.36,Del Frisco's Grille,Del Friscos Brentwood - Dinner with Ben Kline (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1190_del_frisco_s_grille_2025-01-03_78_35.jpg
1191,2025-01-04,DEL FRISCOS GRIL BRNTWOD,65.88,Del Frisco's Grille,Del Friscos Brentwood - Dinner with Ben Kline (Red Light Management),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1191_del_frisco_s_grille_2025-01-03_65_87.jpg
1192,2025-01-05,THE GOAT MOUNT JULIET,155.60,The Goat Mt. Juliet,The Goat Mount Juliet - Dinner with Rachel - Kevin Sabbe,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1192_the_goat_mount_juliet_2025-01-04_135_59.jpg
1193,2025-01-06,METROPOLIS PARKING,18.47,Shoes Lot,Parking - Donelson Pub meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1193_metropolis_parking_2025-01-06_18_46.jpg
1194,2025-01-06,METROPOLIS PARKING,15.99,Metropolis,Parking - Donelson Pub meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1194_metropolis_parking_2025-01-06_15_99.jpg
1195,2025-01-06,SH NASHVILLE - OTHER,72.38,Soho House Nashville,Soho House Nashville - Coffee with Devin Ford (CMA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1195_sh_nashville_other_2025-01-06_72_37.jpg
1196,2025-01-06,THE DONELSON PUB,13.50,Unknown,Donelson Pub - Meeting with Doug Phillips (Sony) and Arliss Albritton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1196_unknown_address_suggests_nashv_2025-01-05_13_50.jpg
1197,2025-01-06,THE DONELSON PUB,50.00,THE DONELSON PUB,Donelson Pub - Meeting with Doug Phillips (Sony) and Arliss Albritton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1197_the_donelson_pub_2025-01-05_50_00.jpg
1199,2025-01-07,SQ *MONAMIE COFFEE,16.54,Monamie Coffee,Mon Amie Coffee - Coffee with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1199_monamie_coffee_2025-01-07_16_53.jpg
1200,2025-01-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1200_calendarbridge_2025-01-08_10_00.png
1201,2025-01-08,METROPOLIS PARKING,17.88,17th & Grand,Parking - Diceys dinner,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1201_metropolis_2025-01-08_17_87.jpg
1202,2025-01-08,SPOTIFY USA,13.13,Spotify USA,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1202_spotify_usa_2025-01-08_13_13.jpg
1203,2025-01-08,TST*DICEYS TAVERN - NAS,24.56,Dicey's Pizza & Tavern - Chicago,Diceys Tavern - Dinner with Bill Kelly and Brian,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1203_dicey_s_pizza_tavern_chicago_2025-01-08_24_55.png
1204,2025-01-09,METROPOLIS PARKING,21.00,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1204_metropolis_2025-01-08_21_00.jpg
1205,2025-01-09,PMC - PAID PARKING,23.21,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1205_stoppingby_2025-01-09_20_00.png
1208,2025-01-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1208_sourcegraph_inc_2025-01-13_9_00.jpg
1209,2025-01-14,CLOUDFLARE,5.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1209_cloudflare_2025-01-14_5_00.jpg
1210,2025-01-14,METROPOLIS PARKING,9.73,Pine Street Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1210_metropolis_2025-01-14_9_73.jpg
1211,2025-01-14,PMC - PAID PARKING,26.22,PMC,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1211_pmc_paid_parking_2025-01-14_26_21.jpg
1212,2025-01-15,CLOUDFLARE,4.84,Cloudflare  Inc.,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1212_cloudflare_2025-01-15_4_83.jpg
1213,2025-01-15,JERSEY MIKES ONLINE UC,50.28,Jersey Mike's,Lunch for Review Reba terms meeting on January 15.,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1213_jersey_mikes_online_uc_2025-01-15_50_28.jpg
1216,2025-01-16,TST* MELROSE BILLIARD PAR,78.00,Melrose Billiard Parlor,Melrose Billiards - Meeting with Jennifer Vessio,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1216_melrose_billiard_parlor_2025-01-15_78_00.jpg
1217,2025-01-17,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1217_metropolis_2025-01-16_26_25.jpg
1218,2025-01-18,CHARTMETRIC,160.00,Chartmetric  Inc.,Chartmetric - Music industry analytics (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1218_chartmetric_inc_2025-01-18_160_00.jpg
1219,2025-01-18,METROPOLIS PARKING,10.23,Jed's Lot,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1219_metropolis_2025-01-17_10_23.jpg
1221,2025-01-21,SH NASHVILLE - OTHER,7.76,Soho House Nashville,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1221_soho_house_nashville_2025-01-21_7_75.png
1222,2025-01-21,SH NASHVILLE - OTHER,45.24,Soho House Nashville,Soho House Nashville - Coffee with Devin Ford (CMA),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1222_soho_house_nashville_2025-01-21_45_24.png
1223,2025-01-21,SH NASHVILLE - OTHER,15.51,Soho House Nashville,Soho House Nashville - Meeting with Dawn Gates (UMG Nashville),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1223_soho_house_nashville_2025-01-21_15_50.jpg
1225,2025-01-22,METROPOLIS PARKING,26.25,Metropolis,Parking - Meeting with Bill Stapleton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1225_metropolis_2025-01-21_26_25.jpg
1226,2025-01-22,SH NASHVILLE - OTHER,52.99,Soho House Nashville,Soho House Nashville - Meeting with Bill Stapleton,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1226_soho_house_nashville_2025-01-22_52_99.png
1227,2025-01-22,SH NASHVILLE - OTHER,7.76,Soho House Nashville,Soho House Nashville - Lunch with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1227_soho_house_nashville_2025-01-21_7_75.png
1228,2025-01-23,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1228_metropolis_2025-01-22_26_25.jpg
1229,2025-01-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1229_anthropic_2025-01-23_21_94.jpg
1230,2025-01-24,PIKA.ART,35.00,Pika,Pika Art - AI video generation (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1230_pika_2025-01-24_35_00.jpg
1231,2025-01-25,SHOEBOXED.COM,44.25,shoeboxed,ShoeBoxed - Receipt scanning and organization (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1231_shoeboxed_com_2025-01-25_44_25.jpg
4345,2025-01-27,APPLE.COM/BILL,40.33,Apple One,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4345_apple_apple_one_premier_2025-01-27_40_33.png
1232,2025-01-29,UBER *TRIP,12.72,Uber,Uber around Nashville - downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1232_uber_2025-01-29_12_72.jpg
1233,2025-01-30,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1233_midjourney_inc_2025-01-29_32_92.jpg
1234,2025-01-30,UBER *TRIP,59.62,Uber,Uber from SoBro meeting to home office,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1234_uber_2025-01-29_59_61.jpg
1235,2025-02-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1235_expensify_2025-02-01_19_76.jpg
4322,2025-02-03,APPLE.COM/BILL,23.14,Apple,Apple - Apple One Monthly,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4322_apple_apple_music_family_2025-02-03_23_14.png
1239,2025-02-05,METROPOLIS PARKING,15.99,Metropolis,Parking - Gambler meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1239_metropolis_2025-02-05_15_99.jpg
1240,2025-02-05,PMC - PAID PARKING,8.40,PMC Parking,Parking - Gambler meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1240_pmc_parking_2025-02-05_8_40.png
1241,2025-02-05,SH NASHVILLE F&B,65.86,SH NASHVILLE F&B,Soho House Nashville - Gambler project meeting with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1241_sohb_house_2025-02-05_65_85.png
1242,2025-02-05,TST*BROWNS DINER,105.38,Brown's Diner,Browns Diner - Lunch during Gambler project,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1242_tst_browns_diner_2025-02-05_105_37.jpg
4336,2025-02-05,APPLE.COM/BILL,130.60,Apple,Apple - Apple Developer Program (Annual),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4336_apple_apple_developer_program__annua_2025-02-05_130_6.png
146,2025-02-07,PMC - PAID PARKING,17.29,PMC,Parking - Meeting with Brittany Schaffer (Spotify),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/146_pmc_parking_2025-02-07_17_28.png
1244,2025-02-07,CHAR GREEN HILLS,19.37,Char-Nashville,Char Green Hills - Follow-up lunch with Brittany Schaffer (Spotify),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1244_char_nashville_2025-02-07_19_37.jpg
1246,2025-02-07,FIRST WATCH - 0462,38.73,First Watch The Daytime Cafe,First Watch - Breakfast with Brittany Schaffer (Spotify),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1246_first_watch_0462_2025_02_07_60_2025-02-07_38_72.png
1248,2025-02-07,PMC - PAID PARKING,12.35,PMC Parking,Parking - Meeting with Brittany Schaffer (Spotify),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1248_pmc_paid_parking_2025-02-07_12_34.png
4301,2025-02-07,FIRST WATCH CAFE,29.97,The First Watch,First Watch Cafe - Breakfast with Rachel,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/4301_FirstWatch_2025-02-07_29.97.png
1249,2025-02-08,CALENDARBRIDGE,10.00,CalendarBridge,CalendarBridge - Calendar sync across accounts (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1249_calendarbridge_2025-02-08_10_00.jpg
1250,2025-02-08,SPOTIFY USA,13.13,Spotify USA,Spotify Premium - Music research and industry tracking (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1250_spotify_usa_2025-02-08_13_13.jpg
1251,2025-02-11,4289 TONY & BENNYS,24.05,Tony + Benny's Pizza Parlor,Tony & Bennys - Breakfast during NYC trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1251_tony_bennys_2025-02-11_24_05.jpg
1252,2025-02-11,ARTHOUSE HOTEL NEW YORK C,44.75,Arthouse Hotel NYC,Arthouse Hotel NYC - Breakfast during NYC trip,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1252_arthouse_hotel_new_york_city_2025-02-10_159_00.jpg
1254,2025-02-11,SQ *BREADS BAKERY UPPER E,14.24,Breads Bakery Upper East Side,Breads Bakery NYC - Breakfast during NYC meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1254_breads_bakery_upper_east_side_2025-02-11_14_24.jpg
1267,2025-02-13,SOURCEGRAPH INC,9.00,Sourcegraph  Inc.,Sourcegraph - Code search and intelligence (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1267_sourcegraph_inc_2025-06-13_9_00.jpg
1268,2025-02-14,CLOUDFLARE,10.00,Cloudflare,Cloudflare - CDN and DNS for Down Home websites (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1268_cloudflare_2025-02-14_10_00.jpg
1269,2025-02-14,UBER *TRIP,55.95,Uber,Uber around Nashville/Parkland - meetings,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1269_uber_2025-02-13_55_95.jpg
1275,2025-02-18,UBER *TRIP,57.62,Uber,Uber to downtown Nashville - VIP meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1275_uber_2025-02-17_57_61.jpg
1277,2025-02-20,SH NASHVILLE - OTHER,7.79,Soho House Nashville,Soho House Nashville - Finance call,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1277_atha_mnuae_2025-02-20_7_79.png
1278,2025-02-20,SH NASHVILLE F&B,261.61,Soho House Nashville,Soho House - Meeting with Brian Loschiavo (Riverside Entertainment),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1278_sh_nashville_2025-02-20_261_61.jpg
1279,2025-02-21,METROPOLIS PARKING,26.25,Metropolis,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1279_metropolis_parking_2025-02-20_26_25.jpg
1280,2025-02-24,CLAUDE.AI SUBSCRIPTION,21.95,Anthropic  PBC,Claude AI - AI assistant for content creation and coding (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1280_anthropic_pbc_claude_pro_2025-02-23_21_94.jpg
1282,2025-02-25,SHOEBOXED.COM,44.25,shoeboxed,ShoeBoxed - Receipt scanning and organization (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1282_shoeboxedcom_2025-02-25_25_44.jpg
1283,2025-02-25,TST* BOOTLEGGERS INN,49.61,Bootleggers Inn,Bootleggers Inn - Content shoot prep,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1283_bootleggers_inn_2025-02-25_49_60.jpg
1285,2025-02-26,CORNER PUB,65.36,The Original Corner Pub,Corner Pub - Lunch with Bailey White (Black River),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1285_the_original_corner_pub_2025-02-26_65_35.jpg
1288,2025-02-26,METROPOLIS PARKING,15.99,Metropolis,Parking - Meeting with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1288_metropolis_2025-02-26_15_99.jpg
1289,2025-02-26,SH NASHVILLE - OTHER,85.64,Soho House Nashville,Soho House Nashville - Meeting with Tyler Stevens (Kinwoven),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1289_soho_house_nashville_2024-06-11_85_21.jpg
1291,2025-02-28,METROPOLIS PARKING,9.73,Gulch Crossing Garage,Parking - Downtown meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1291_metropolis_2025-02-28_9_73.jpg
1292,2025-02-28,MIDJOURNEY INC.,32.93,Midjourney Inc,Midjourney - Marketing - creative - pitch decks (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/1292_midjourney_inc_2025-02-27_32_92.jpg
552,2025-03-01,EXPENSIFY INC.,19.76,Expensify,Expensify - Expense tracking and reporting (Monthly),VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/552_expensify_2025-03-01_19_76.jpg
147,2025-03-06,PMC - PAID PARKING,26.18,PMC,Parking - Braintrust meeting,VERIFIED,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/downhome/147_pmc_parking_2025-03-06_26_17.png
