Index,Date,Amount,Merchant,Category,Status,Attention,AI_Confidence,Receipt_Merchant,Receipt_Total,Receipt_Date,Receipt_URL,Notes
294,2024-10-22,$144.00,RUNWAY STANDARD PLAN,General,good,VERIFIED (previous run),100%,"Runway AI, Inc.",144.00,2024-10-22,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/runway_standard_plan_2024-10-22_144_0.jpg,
806,2024-10-21,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),85%,Ada AI,50.00,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0.jpg,
819,2024-10-21,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),80%,Ada AI,50.00,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-21_50_0_2.jpg,
292,2024-10-18,$160.00,CHARTMETRIC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Chartmetric, Inc.",160.00,2024-10-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/chartmetric_2024-10-18_160_0.jpg,
805,2024-10-18,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),95%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0.jpg,
813,2024-10-18,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),80%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-18_25_0_2.jpg,
284,2024-10-16,$1450.00,ACADEMY OF COUNTRY MUS,General,good,VERIFIED (previous run),100%,Academy of Country Music,1450.00,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/academy_of_country_mus_2024-10-16_1450_0.jpg,
286,2024-10-16,$133.44,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,Corner Pub Green Hills,133.44,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-10-16_133_44.jpg,
287,2024-10-16,$19.94,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC PARKING,19.94,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_19_94.png,
289,2024-10-16,$37.48,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),70%,Soho House Nashville,37.48,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_37_48.jpg,
290,2024-10-16,$29.73,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,29.73,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-16_29_73.jpg,
291,2024-10-16,$84.35,SH NASHVILLE F&AMP;B,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,84.35,2024-10-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_fampb_2024-10-16_84_35.jpg,
804,2024-10-16,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22.png,
818,2024-10-16,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),95%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-16_26_22_2.png,
283,2024-10-15,$422.72,CHAR GREEN HILLS,Meals & Entertainment,good,VERIFIED (previous run),90%,Char-Nashville,422.72,2024-10-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/char_green_hills_2024-10-15_422_72_3.jpg,
282,2024-10-14,$5.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),80%,CLOUDFLARE,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-10-14_5_0.jpg,
281,2024-10-13,$9.00,SOURCEGRAPH INC,Software & Subscriptions,good,VERIFIED (previous run),100%,"Sourcegraph, Inc.",9.00,2024-10-13,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sourcegraph_inc_2024-10-13_9_0.jpg,
276,2024-10-11,$24.22,DD *DOORDASH LASPALMAS,Meals & Entertainment,good,VERIFIED (previous run),100%,Las Palmas Mexican Restaurant,24.22,2024-10-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/dd_doordash_laspalmas_2024-10-11_24_22.jpg,
277,2024-10-11,$23.27,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),,Soho House Nashville,23.27,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_23_27.PNG,
278,2024-10-11,$27.14,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,soho house nashville,25.38,2024-11-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_27_14.jpg,
279,2024-10-11,$62.04,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),90%,sh nashville other 2024 10 11 500,6.00,2024-10-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-11_62_04.jpg,
274,2024-10-10,$123.79,12 SOUTH TAPROOM &AMP; GRILL,Meals & Entertainment,good,VERIFIED (previous run),100%,12 South Taproom,123.79,2024-10-09,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-10-10_123_79_3.jpg,
273,2024-10-09,$30.05,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),90%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-09_30_05.png,
268,2024-10-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-10-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-10-08_10_0.jpg,
270,2024-10-08,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),95%,Ada AI,50.00,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-08_50_0.jpg,
271,2024-10-08,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,26.25,2024-10-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-08_26_25_3.jpg,
272,2024-10-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),85%,Spotify USA Inc.,13.13,2024-11-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-10-08_13_13_3.jpg,
266,2024-10-07,$52.99,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),95%,Soho House Nashville,52.99,2019-11-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_52_99.jpg,
267,2024-10-07,$29.73,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,29.73,2024-10-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-07_29_73.jpg,
261,2024-10-04,$23.14,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple.com,23.14,2024-10-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-10-04_23_14_3.jpg,
262,2024-10-04,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),80%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-04_25_0.jpg,
263,2024-10-04,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2024-10-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-10-04_21_0.jpg,
264,2024-10-04,$23.27,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),90%,Soho House Nashville,23.27,2024-11-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-10-04_23_27.jpg,
258,2024-10-03,$106.85,TST* SMOKIN THIGHS LLC,Meals & Entertainment,good,VERIFIED (previous run),100%,Smokin Thighs,106.85,2024-10-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_smokin_thighs_llc_2024-10-03_106_85.jpg,
259,2024-10-03,$27.40,TST*HEARTS CAFE,Meals & Entertainment,good,VERIFIED (previous run),100%,Hearts Cafe,27.40,2024-10-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tsthearts_cafe_2024-10-03_27_4.jpg,
256,2024-10-03,$20.76,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,PMC Parking,20.76,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-10-03_20_76.png,
255,2024-10-02,$10.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),90%,imadaai,7.50,2024-11-07,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-10-02_10_0.jpg,
252,2024-10-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-10-02,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-10-01_19_76_3.jpg,
253,2024-10-01,$61.00,TST* THE GREENHOUSE BAR,Meals & Entertainment,good,VERIFIED (previous run),100%,the GreenHouse,61.00,2024-09-30,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_the_greenhouse_bar_2024-10-01_61_0.jpg,
254,2024-10-01,$10.49,TST*BONGO JAVA BELMONT,Meals & Entertainment,good,VERIFIED (previous run),100%,BONGO JAVA BELMONT,10.49,2024-10-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstbongo_java_belmont_2024-10-01_10_49_3.jpg,
250,2024-09-30,$50.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),,Ada AI,50.00,2024-10-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-30_50_0.jpg,
251,2024-09-30,$32.93,MIDJOURNEY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Midjourney Inc,32.93,2024-09-29,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/midjourney_inc_2024-09-30_32_93.jpg,
249,2024-09-28,$40.33,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),80%,Apple Services,40.33,2024-07-27,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-28_40_33.jpg,No receipt needed (auto-marked)
803,2024-09-28,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),75%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0.jpg,
811,2024-09-28,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_2.jpg,
812,2024-09-28,$25.00,IM-ADA.AI,Software & Subscriptions,good,VERIFIED (previous run),90%,Ada AI,25.00,2024-11-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/im_adaai_2024-09-28_25_0_3.jpg,
247,2024-09-26,$8.85,PARK HAPPY LLC,Travel,good,VERIFIED (previous run),100%,Park Happy,8.85,2024-09-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/park_happy_llc_2024-09-26_8_85.jpg,
246,2024-09-26,$19.99,IMDBPRO,Software & Subscriptions,good,VERIFIED (previous run),100%,"IMDb.com, Inc.",19.99,2024-09-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/imdbpro_2024-09-26_19_99.jpg,
248,2024-09-26,$14.22,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),90%,Soho House Nashville,14.22,2024-09-26,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-26_14_22.jpg,
243,2024-09-25,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),80%,PMC PARKING,26.22,2024-09-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-25_26_22.png,
242,2024-09-25,$5.18,LAZGO NASHVILLE M32180,Travel,good,VERIFIED (previous run),90%,LAZGO,5.18,2024-09-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/lazgo_nashville_m32180_2024-09-25_5_18.jpg,
244,2024-09-25,$224.64,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,224.64,2023-09-25,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-25_224_64.jpg,
239,2024-09-24,$21.95,CLAUDE.AI SUBSCRIPTION,Software & Subscriptions,good,VERIFIED (previous run),90%,Anthropic,21.95,2024-09-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/claudeai_subscription_2024-09-24_21_95.jpg,
240,2024-09-24,$689.59,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,689.59,2024-09-24,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-24_689_59.jpg,
235,2024-09-21,$5.60,201 BELCOURT LOT,Travel,not needed,not needed,100%,201 belcourt lot,6.73,2024-10-23,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/201_belcourt_lot_2024-09-21_5_6.jpg,
234,2024-09-20,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),95%,metropolis,26.25,2024-09-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-20_26_25_3.jpg,
230,2024-09-19,$14.09,AMERICANO LOUNGE,Travel,good,VERIFIED (previous run),80%,Americano Lounge,14.09,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/americano_lounge_2024-09-19_14_09.png,
232,2024-09-19,$11.63,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),30%,Soho House Nashville,11.63,2024-09-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_11_63.jpg,
233,2024-09-19,$38.78,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,38.78,2024-09-19,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-19_38_78.jpg,
227,2024-09-18,$10.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,10.99,2024-09-17,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-18_10_99_3.jpg,
229,2024-09-18,$71.09,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,71.09,2024-09-18,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-18_71_09.jpg,
228,2024-09-18,$29.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),85%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-18_29_22.png,
226,2024-09-17,$38.79,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,38.79,2024-09-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-17_38_79.jpg,
221,2024-09-16,$26.22,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),90%,stoppingby,26.22,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-16_26_22.png,
219,2024-09-16,$17.88,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,METROPOLIS PARKING,17.88,2024-09-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-16_17_88.jpg,
220,2024-09-16,$38.24,PARKINGMANAGEMENTCOMPANY,Auto & Parking,good,VERIFIED (previous run),85%,Truist Plaza,38.24,2024-09-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/parkingmanagementcompany_2024-09-16_38_24_3.jpg,
223,2024-09-16,$40.07,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,40.07,2024-09-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-16_40_07.jpg,
224,2024-09-16,$144.06,TST*MARTINS BAR-B-QUE JO,Meals & Entertainment,good,VERIFIED (previous run),100%,Martin's Bar-B-Que Joint,144.06,2024-09-16,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tstmartins_bar_b_que_jo_2024-09-16_144_06.jpg,
215,2024-09-15,$76.81,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),85%,APPLE.COM/BILL,76.81,2024-08-15,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_76_81_3.jpg,No receipt needed (auto-marked)
216,2024-09-15,$77.89,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple.com,77.89,2024-09-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-15_77_89_3.jpg,
214,2024-09-14,$5.00,CLOUDFLARE,Software & Subscriptions,good,VERIFIED (previous run),80%,CLOUDFLARE,5.00,2025-01-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cloudflare_2024-09-14_5_0.jpg,
212,2024-09-13,$313.01,GOLDEN NUGGET HOTEL LV,Travel,good,VERIFIED (previous run),100%,Golden Nugget Las Vegas,313.01,2024-09-12,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-13_313_01.png,
208,2024-09-12,$27.22,GNLV THE GRILLE,Meals & Entertainment,good,VERIFIED (previous run),90%,The Grille Las Vegas,27.22,2024-09-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/gnlv_the_grille_2024-09-12_27_22.jpg,
209,2024-09-12,$26.92,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,26.92,2024-09-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_26_92_3.jpg,
210,2024-09-12,$55.53,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,55.53,2024-09-11,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_55_53_3.jpg,
211,2024-09-12,$41.98,UBER *TRIP,Travel,good,VERIFIED (previous run),85%,Uber,39.76,2024-09-14,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-12_41_98.png,
201,2024-09-11,$86.62,CADILLAC BAR LAS VEGAS,Meals & Entertainment,good,VERIFIED (previous run),100%,Cadillac Bar,86.62,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/cadillac_bar_las_vegas_2024-09-11_86_62_3.jpg,
206,2024-09-11,$20.66,TST* PYRAMIDS CAFE - AIRP,Meals & Entertainment,good,VERIFIED (previous run),100%,Pyramids Café - Airport,20.66,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/tst_pyramids_cafe_airp_2024-09-11_20_66_3.jpg,
207,2024-09-11,$44.78,UBER *TRIP,Travel,good,VERIFIED (previous run),100%,Uber,44.78,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/uber_trip_2024-09-11_44_78_3.jpg,
198,2024-09-10,$43.50,BINION'S BARS,Meals & Entertainment,good,VERIFIED (previous run),70%,Front Bar Binions Gambling Hall & Hotel,36.50,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/binions_bars_2024-09-10_43_5.jpg,
199,2024-09-10,$69.90,DEL FRISCOS GRILL NASHVL,Meals & Entertainment,good,VERIFIED (previous run),100%,,,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/missing_receipt_downhome_09-10-2024_697d5c71.jpg,Missing Receipt Form - Receipt faded/illegible
191,2024-09-09,$93.26,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,APPLE.COM/BILL,93.26,2024-09-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-09_93_26_3.jpg,
192,2024-09-09,$7.55,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,7.55,2024-09-09,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-09_7_55.jpg,
187,2024-09-08,$318.00,CLEAR *CLEARME.COM,General,good,VERIFIED (previous run),100%,CLEAR *CLEARME.COM,318.00,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/clear_clearmecom_2024-09-08_318_0.png,
186,2024-09-08,$10.00,CALENDARBRIDGE,Software & Subscriptions,good,VERIFIED (previous run),100%,CalendarBridge,10.00,2024-09-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/calendarbridge_2024-09-08_10_0.jpg,
190,2024-09-08,$13.13,SPOTIFY USA,Software & Subscriptions,good,VERIFIED (previous run),100%,Spotify USA Inc.,13.13,2024-09-08,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/spotify_usa_2024-09-08_13_13_3.jpg,
181,2024-09-07,$100.57,GOLDEN NUGGET HOTEL LV,Travel,good,VERIFIED (previous run),85%,Golden Nugget Las Vegas,100.57,2024-09-10,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/golden_nugget_hotel_lv_2024-09-07_100_57.jpg,
180,2024-09-07,$10.96,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,Apple.com,10.96,2024-09-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-07_10_96_3.jpg,
182,2024-09-07,$26.25,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),95%,Metropolis,26.25,2024-09-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-07_26_25_3.jpg,
174,2024-09-06,$10.96,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),100%,APPLE.COM/BILL,10.96,2024-09-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-09-06_10_96_3.jpg,
177,2024-09-06,$40.07,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),100%,Soho House Nashville,40.07,2024-09-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_40_07.jpg,
178,2024-09-06,$24.56,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),85%,Soho House Nashville,24.56,2024-09-06,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-06_24_56.jpg,
170,2024-09-05,$21.00,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,21.00,2024-09-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_21_0.jpg,
171,2024-09-05,$10.99,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,Metropolis,10.99,2024-09-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-05_10_99.jpg,
172,2024-09-05,$100.82,SH NASHVILLE - OTHER,Meals & Entertainment,good,VERIFIED (previous run),80%,Soho House Nashville,100.82,2024-09-05,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sh_nashville_other_2024-09-05_100_82.jpg,
165,2024-09-04,$59.16,12 SOUTH TAPROOM &AMP; GRILL,Meals & Entertainment,good,VERIFIED (previous run),80%,12 South Taproom,49.16,2024-09-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/12_south_taproom_amp_grill_2024-09-04_59_16.jpg,
166,2024-09-04,$39.78,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),100%,Corner Pub Green Hills,39.78,2024-09-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_39_78_3.jpg,
167,2024-09-04,$45.15,CORNER PUB,Meals & Entertainment,good,VERIFIED (previous run),75%,Corner Pub Green Hills,37.15,2024-09-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/corner_pub_2024-09-04_45_15.jpg,
169,2024-09-04,$5.46,SQ *WELL COFFEEHOUSE BREN,Meals & Entertainment,good,VERIFIED (previous run),100%,The Well Coffeehouse,5.46,2024-09-04,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_well_coffeehouse_bren_2024-09-04_5_46_3.jpg,
168,2024-09-04,$24.59,PMC - PAID PARKING,Auto & Parking,good,VERIFIED (previous run),100%,PMC Parking,24.59,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/pmc_paid_parking_2024-09-04_24_59.png,
163,2024-09-03,$17.88,METROPOLIS PARKING,Auto & Parking,good,VERIFIED (previous run),100%,metropolis,17.88,2024-09-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/metropolis_parking_2024-09-03_17_88.jpg,
164,2024-09-03,$24.17,SQ *HIGH POINT COFFEE TN,Meals & Entertainment,good,VERIFIED (previous run),95%,amazon,24.13,,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/sq_high_point_coffee_tn_2024-09-03_24_17.png,
160,2024-09-01,$19.76,EXPENSIFY INC.,Software & Subscriptions,good,VERIFIED (previous run),100%,Expensify,19.76,2024-09-01,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/expensify_inc_2024-09-01_19_76_3.jpeg,
159,2024-08-31,$23.14,APPLE.COM/BILL,Software & Subscriptions,good,VERIFIED (previous run),90%,APPLE.COM/BILL,23.14,2024-10-03,https://pub-35015e19c4b442b9af31f1dfd941f47f.r2.dev/receipts/applecombill_2024-08-31_23_14_3.jpg,No receipt needed (auto-marked)
